Date,Price,Open,High,Low,Vol.,Change %,pred
2021-12-27,35.8,36.0,36.5,35.5,170320,-0.0138,1.0
2021-12-26,36.3,36.7,37.3,36.2,655330,0.0028,1.0
2021-12-23,36.2,35.5,36.7,35.4,649940,0.0284,1.0
2021-12-22,35.2,34.7,35.5,34.5,190880,0.0144,1.0
2021-12-21,34.7,35.5,35.5,34.5,119800,-0.0142,1.0
2021-12-20,35.2,35.6,36.4,35.0,278140,0.0057,1.0
2021-12-19,35.0,34.4,35.6,34.4,192850,0.0145,1.0
2021-12-15,34.5,34.5,35.4,34.2,104920,-0.0029,1.0
2021-12-14,34.6,35.0,35.8,34.6,130080,-0.0029,1.0
2021-12-13,34.7,34.8,35.4,34.6,61970,0.0,1.0
2021-12-12,34.7,35.8,35.8,34.6,186890,-0.017,1.0
2021-12-09,35.3,36.0,36.0,35.2,113280,-0.0056,1.0
2021-12-08,35.5,35.9,36.3,35.4,182910,-0.0139,1.0
2021-12-07,36.0,35.7,36.2,35.7,136110,0.0056,1.0
2021-12-06,35.8,37.0,37.0,34.5,255380,-0.0219,1.0
2021-12-05,36.6,35.6,36.9,35.5,286090,0.0398,1.0
2021-12-02,35.2,35.9,35.9,34.8,89510,-0.0028,1.0
2021-12-01,35.3,36.0,36.0,34.9,167710,0.0115,1.0
2021-11-30,34.9,35.3,35.8,34.7,132990,-0.0141,1.0
2021-11-29,35.4,36.0,36.0,35.2,132790,0.0085,1.0
2021-11-28,35.1,35.5,36.0,35.1,141810,-0.0085,1.0
2021-11-25,35.4,35.9,36.0,35.3,95240,-0.0112,1.0
2021-11-24,35.8,36.0,36.7,35.7,176650,-0.0056,1.0
2021-11-23,36.0,36.8,36.9,35.9,141820,0.0,1.0
2021-11-22,36.0,36.3,37.0,35.8,207990,0.0056,1.0
2021-11-21,35.8,37.8,37.8,35.6,374420,-0.0272,1.0
2021-11-18,36.8,37.7,38.0,36.6,220890,-0.0187,1.0
2021-11-17,37.5,35.7,37.9,35.5,700610,0.0684,1.0
2021-11-16,35.1,34.7,35.7,34.1,211240,0.0203,1.0
2021-11-15,34.4,34.8,35.0,34.4,135740,-0.0086,1.0
2021-11-14,34.7,35.3,35.3,34.6,148440,-0.0057,1.0
2021-11-11,34.9,35.0,35.5,34.8,129750,0.0058,1.0
2021-11-10,34.7,34.4,35.0,34.4,149440,0.0,1.0
2021-11-09,34.7,34.4,35.0,34.3,125160,0.0029,1.0
2021-11-08,34.6,36.5,36.5,34.5,290800,-0.0281,1.0
2021-11-07,35.6,36.8,36.8,35.6,157410,-0.022,1.0
2021-11-04,36.4,36.8,36.8,36.1,84040,0.0055,1.0
2021-11-03,36.2,36.3,37.1,36.0,206490,-0.0109,1.0
2021-11-02,36.6,36.6,37.0,36.4,249320,0.0,1.0
2021-11-01,36.6,36.9,37.7,36.4,304770,0.0027,1.0
2021-10-31,36.5,37.4,38.2,36.2,253540,-0.0162,1.0
2021-10-28,37.1,36.8,38.0,36.2,469640,0.0137,1.0
2021-10-27,36.6,35.3,37.0,34.3,245650,0.0368,1.0
2021-10-26,35.3,34.8,35.5,34.0,128710,0.0352,1.0
2021-10-25,34.1,35.2,35.2,33.8,225380,-0.0367,1.0
2021-10-24,35.4,35.9,36.2,35.3,182530,-0.0056,1.0
2021-10-21,35.6,36.5,36.7,35.5,128400,0.0,1.0
2021-10-19,35.6,36.0,36.7,35.4,217680,0.0,1.0
2021-10-18,35.6,36.0,36.5,35.5,222040,-0.0111,1.0
2021-10-17,36.0,37.1,37.1,35.9,280620,-0.027,1.0
2021-10-14,37.0,38.0,38.1,36.9,191040,-0.0186,1.0
2021-10-13,37.7,36.7,38.3,36.7,564740,0.0414,1.0
2021-10-12,36.2,36.4,36.8,35.9,296170,-0.0082,1.0
2021-10-11,36.5,37.0,37.2,36.4,108330,-0.0108,1.0
2021-10-10,36.9,36.6,37.5,36.6,197390,0.011,1.0
2021-10-07,36.5,36.3,37.4,35.9,426130,0.0167,1.0
2021-10-06,35.9,36.6,36.9,35.6,454770,-0.0191,1.0
2021-10-05,36.6,36.5,37.5,36.3,334880,0.0083,1.0
2021-10-04,36.3,37.6,37.8,36.1,526420,-0.0346,1.0
2021-10-03,37.6,38.6,38.7,37.4,633760,-0.0284,1.0
2021-09-30,38.7,39.3,39.3,38.6,414680,-0.0077,1.0
2021-09-29,39.0,39.3,39.5,38.5,616300,0.0,1.0
2021-09-28,39.0,39.3,39.8,38.5,478490,-0.0026,1.0
2021-09-27,39.1,39.0,39.5,38.7,336660,0.0026,1.0
2021-09-26,39.0,39.2,39.6,39.0,337310,-0.0051,1.0
2021-09-23,39.2,39.6,40.0,39.1,439170,-0.0076,1.0
2021-09-22,39.5,40.2,40.2,39.5,346320,-0.0125,1.0
2021-09-21,40.0,40.7,41.5,39.8,947840,-0.0074,1.0
2021-09-20,40.3,39.8,40.6,39.6,513390,0.0254,1.0
2021-09-19,39.3,39.0,39.8,38.7,507330,0.0,1.0
2021-09-16,39.3,39.4,39.8,38.8,500720,0.0026,1.0
2021-09-15,39.2,39.9,40.0,38.8,454580,-0.0076,1.0
2021-09-14,39.5,40.4,40.5,39.2,613000,-0.0174,1.0
2021-09-13,40.2,41.0,41.0,40.1,510840,-0.005,1.0
2021-09-12,40.4,40.6,41.2,40.2,994790,0.0,1.0
2021-09-09,40.4,40.5,41.1,40.1,782040,0.0025,1.0
2021-09-08,40.3,41.5,41.8,40.1,961420,-0.0242,1.0
2021-09-07,41.3,41.9,41.9,41.0,1080000,0.0024,1.0
2021-09-06,41.2,41.4,42.1,41.0,1030000,0.0,1.0
2021-09-05,41.2,42.8,42.8,40.8,1460000,-0.026,1.0
2021-09-02,42.3,43.4,43.7,42.2,1610000,-0.0186,1.0
2021-09-01,43.1,42.9,44.0,42.5,2990000,0.0238,1.0
2021-08-31,42.1,41.5,43.4,41.5,2450000,0.0218,1.0
2021-08-29,41.2,41.4,42.4,40.4,1320000,0.0,1.0
2021-08-26,41.2,42.1,42.4,40.7,1530000,-0.019,1.0
2021-08-25,42.0,42.0,43.8,41.5,4280000,0.0096,1.0
